Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.6172	CDS	PH63_1	6784179	6784892	3	+	714	hypothetical protein	- none -	 	 
fig|1873.144.peg.6173	CDS	PH63_1	6784889	6785110	2	+	222	hypothetical protein	- none -	 	 
fig|1873.144.peg.6174	CDS	PH63_1	6785113	6785256	1	+	144	hypothetical protein	- none -	 	 
fig|1873.144.peg.6175	CDS	PH63_1	6785253	6786497	3	+	1245	hypothetical protein	- none -	 	 
fig|1873.144.peg.6176	CDS	PH63_1	6787637	6786663	-2	-	975	hypothetical protein	- none -	 	 
fig|1873.144.peg.6177	CDS	PH63_1	6787921	6788598	1	+	678	hypothetical protein	- none -	 	 
fig|1873.144.peg.6178	CDS	PH63_1	6789875	6788721	-2	-	1155	hypothetical protein	- none -	 	 
fig|1873.144.peg.6179	CDS	PH63_1	6790516	6790184	-1	-	333	hypothetical protein	- none -	 	 
fig|1873.144.peg.6180	CDS	PH63_1	6791580	6790516	-3	-	1065	Phage integrase	- none -	 	 
fig|1873.144.peg.6181	CDS	PH63_1	6791988	6792548	3	+	561	Pentapeptide repeat family protein	- none -	 	 
fig|1873.144.peg.6182	CDS	PH63_1	6792586	6793185	1	+	600	Pentapeptide repeat family protein	- none -	 	 
fig|1873.144.peg.6183	CDS	PH63_1	6794863	6793160	-1	-	1704	hypothetical protein	- none -	 	 
fig|1873.144.peg.6184	CDS	PH63_1	6796241	6794856	-2	-	1386	Radical SAM domain protein	- none -	 	 
fig|1873.144.peg.6185	CDS	PH63_1	6797461	6796229	-1	-	1233	Radical SAM domain heme biosynthesis protein	- none -	 	 
fig|1873.144.peg.6186	CDS	PH63_1	6797724	6797554	-3	-	171	hypothetical protein	- none -	 	 
fig|1873.144.peg.6187	CDS	PH63_1	6797886	6799211	3	+	1326	hypothetical protein	- none -	 	 
fig|1873.144.peg.6188	CDS	PH63_1	6800751	6799360	-3	-	1392	hypothetical protein	- none -	 	 
fig|1873.144.peg.6189	CDS	PH63_1	6802012	6801110	-1	-	903	hypothetical protein	- none -	 	 
fig|1873.144.peg.6190	CDS	PH63_1	6802737	6802105	-3	-	633	hypothetical protein	- none -	 	 
fig|1873.144.peg.6191	CDS	PH63_1	6803390	6802734	-2	-	657	hypothetical protein	- none -	 	 
fig|1873.144.peg.6192	CDS	PH63_1	6804896	6803403	-2	-	1494	Uncharacterized amino acid permease, GabP family	- none -	 	 
fig|1873.144.peg.6193	CDS	PH63_1	6805672	6804938	-1	-	735	hypothetical protein	- none -	 	 
fig|1873.144.peg.6194	CDS	PH63_1	6805892	6805692	-2	-	201	hypothetical protein	- none -	 	 
fig|1873.144.peg.6195	CDS	PH63_1	6806043	6805882	-3	-	162	hypothetical protein	- none -	 	 
fig|1873.144.peg.6196	CDS	PH63_1	6806417	6806154	-2	-	264	hypothetical protein	- none -	 	 
fig|1873.144.peg.6197	CDS	PH63_1	6806860	6807759	1	+	900	Uncharacterized protein with N-terminal Xre-type DNA-binding domain	- none -	 	 
fig|1873.144.peg.6198	CDS	PH63_1	6807752	6807946	2	+	195	Small DUF397-containing protein	- none -	 	 
fig|1873.144.peg.6199	CDS	PH63_1	6808328	6808077	-2	-	252	hypothetical protein	- none -	 	 
fig|1873.144.peg.6200	CDS	PH63_1	6810627	6809590	-3	-	1038	hypothetical protein	- none -	 	 
fig|1873.144.peg.6201	CDS	PH63_1	6811056	6810871	-3	-	186	hypothetical protein	- none -	 	 
fig|1873.144.peg.6202	CDS	PH63_1	6811057	6811209	1	+	153	hypothetical protein	- none -	 	 
fig|1873.144.peg.6203	CDS	PH63_1	6811644	6811516	-3	-	129	hypothetical protein	- none -	 	 
fig|1873.144.peg.6204	CDS	PH63_1	6812434	6813594	1	+	1161	hypothetical protein	- none -	 	 
fig|1873.144.peg.6205	CDS	PH63_1	6814464	6813658	-3	-	807	Integral membrane protein	- none -	 	 
fig|1873.144.peg.6206	CDS	PH63_1	6814574	6815692	2	+	1119	Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)	- none -	 	 
fig|1873.144.peg.6207	CDS	PH63_1	6817370	6815856	-2	-	1515	Uncharacterized protein Sare_4540	- none -	 	 
fig|1873.144.peg.6208	CDS	PH63_1	6817671	6818453	3	+	783	putative iron-sulfur protein	- none -	 	 
fig|1873.144.peg.6209	CDS	PH63_1	6820185	6818479	-3	-	1707	Putative glycosyltransferase	- none -	 	 
fig|1873.144.peg.6210	CDS	PH63_1	6820512	6821222	3	+	711	SAM-dependent methyltransferase	- none -	 	 
fig|1873.144.peg.6211	CDS	PH63_1	6821775	6821242	-3	-	534	Phospholipid-binding protein	- none -	 	 
fig|1873.144.peg.6212	CDS	PH63_1	6822172	6821900	-1	-	273	hypothetical protein	- none -	 	 
fig|1873.144.peg.6213	CDS	PH63_1	6823524	6822286	-3	-	1239	hypothetical protein	- none -	 	 
fig|1873.144.peg.6214	CDS	PH63_1	6824991	6823567	-3	-	1425	Putative oxidoreductase	- none -	 	 
fig|1873.144.peg.6215	CDS	PH63_1	6825304	6826734	1	+	1431	hypothetical protein	- none -	 	 
fig|1873.144.peg.6216	CDS	PH63_1	6826947	6827747	3	+	801	hypothetical protein	- none -	 	 
fig|1873.144.peg.6217	CDS	PH63_1	6827846	6828973	2	+	1128	hypothetical protein	- none -	 	 
fig|1873.144.peg.6218	CDS	PH63_1	6829042	6829887	1	+	846	hypothetical protein	- none -	 	 
fig|1873.144.peg.6219	CDS	PH63_1	6829896	6831161	3	+	1266	hypothetical protein	- none -	 	 
fig|1873.144.peg.6220	CDS	PH63_1	6831237	6832598	3	+	1362	hypothetical protein	- none -	 	 
fig|1873.144.peg.6221	CDS	PH63_1	6832691	6833932	2	+	1242	hypothetical protein	- none -	 	 
fig|1873.144.peg.6222	CDS	PH63_1	6834749	6833922	-2	-	828	Phenazine biosynthesis protein PhzF like	- none -	 	 
fig|1873.144.peg.6223	CDS	PH63_1	6836143	6834767	-1	-	1377	hypothetical protein	- none -	 	 
fig|1873.144.peg.6224	CDS	PH63_1	6836462	6837265	2	+	804	Putative cyclase	- none -	 	 
fig|1873.144.peg.6225	CDS	PH63_1	6838993	6839238	1	+	246	hypothetical protein	- none -	 	 
fig|1873.144.peg.6226	CDS	PH63_1	6840608	6839244	-2	-	1365	Transcriptional regulator	- none -	 	 
fig|1873.144.peg.6227	CDS	PH63_1	6841152	6841403	3	+	252	hypothetical protein	- none -	 	 
fig|1873.144.peg.6228	CDS	PH63_1	6841403	6841777	2	+	375	hypothetical protein	- none -	 	 
fig|1873.144.peg.6229	CDS	PH63_1	6841801	6842118	1	+	318	hypothetical protein	- none -	 	 
fig|1873.144.peg.6230	CDS	PH63_1	6842118	6843125	3	+	1008	Minus agglutinin	- none -	 	 
fig|1873.144.peg.6231	CDS	PH63_1	6843220	6845406	1	+	2187	TraB protein	- none -	 	 
fig|1873.144.peg.6232	CDS	PH63_1	6845548	6845799	1	+	252	hypothetical protein	- none -	 	 
fig|1873.144.peg.6233	CDS	PH63_1	6845796	6846089	3	+	294	hypothetical protein	- none -	 	 
fig|1873.144.peg.6234	CDS	PH63_1	6846089	6846355	2	+	267	hypothetical protein	- none -	 	 
fig|1873.144.peg.6235	CDS	PH63_1	6846348	6847238	3	+	891	hypothetical protein	- none -	 	 
fig|1873.144.peg.6236	CDS	PH63_1	6847235	6848011	2	+	777	hypothetical protein	- none -	 	 
fig|1873.144.peg.6237	CDS	PH63_1	6848008	6849606	1	+	1599	DNA primase, phage associated	- none -	 	 
fig|1873.144.peg.6238	CDS	PH63_1	6850007	6850132	2	+	126	hypothetical protein	- none -	 	 
fig|1873.144.peg.6239	CDS	PH63_1	6850129	6850335	1	+	207	Putative DNA-binding protein	- none -	 	 
fig|1873.144.peg.6240	CDS	PH63_1	6850332	6851741	3	+	1410	integrase family protein	- none -	 	 
fig|1873.144.peg.6241	CDS	PH63_1	6852038	6852589	2	+	552	phosphotransferase (aminonucleoside antibiotic resistance)	- none -	 	 
fig|1873.144.peg.6242	CDS	PH63_1	6852599	6853576	2	+	978	Quinone oxidoreductase (EC 1.6.5.5)	Quinone oxidoreductase family	 	 
fig|1873.144.peg.6243	CDS	PH63_1	6854082	6853618	-3	-	465	Redox-sensitive transcriptional activator SoxR	Oxidative stress	 	 
fig|1873.144.peg.6244	CDS	PH63_1	6854102	6854893	2	+	792	Transketolase, N-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	 	 
fig|1873.144.peg.6245	CDS	PH63_1	6854896	6855798	1	+	903	Transketolase, C-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	 	 
fig|1873.144.peg.6246	CDS	PH63_1	6856569	6855862	-3	-	708	Glycosyl transferase, family 2	- none -	 	 
fig|1873.144.peg.6247	CDS	PH63_1	6856631	6858910	2	+	2280	hypothetical protein	- none -	 	 
fig|1873.144.peg.6248	CDS	PH63_1	6859065	6860663	3	+	1599	hypothetical protein	- none -	 	 
fig|1873.144.peg.6249	CDS	PH63_1	6861355	6860765	-1	-	591	hypothetical protein	- none -	 	 
fig|1873.144.peg.6250	CDS	PH63_1	6862823	6861411	-2	-	1413	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.144.peg.6251	CDS	PH63_1	6863508	6862816	-3	-	693	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.6252	CDS	PH63_1	6864089	6863577	-2	-	513	hypothetical protein	- none -	 	 
fig|1873.144.peg.6253	CDS	PH63_1	6865229	6864228	-2	-	1002	hypothetical protein	- none -	 	 
fig|1873.144.peg.6254	CDS	PH63_1	6866454	6865282	-3	-	1173	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Acetyl-CoA fermentation to Butyrate; <br>Biotin biosynthesis; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism	 	 
fig|1873.144.peg.6255	CDS	PH63_1	6866543	6866971	2	+	429	FIG020554: membrane protein	Peptidyl-prolyl cis-trans isomerase containing cluster	 	 
fig|1873.144.peg.6256	CDS	PH63_1	6867957	6867043	-3	-	915	FIG056164: rhomboid family serine protease	Peptidyl-prolyl cis-trans isomerase containing cluster	 	 
fig|1873.144.peg.6257	CDS	PH63_1	6868582	6868052	-1	-	531	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	Peptidyl-prolyl cis-trans isomerase containing cluster	 	 
fig|1873.144.peg.6258	CDS	PH63_1	6868700	6869482	2	+	783	Glycoprotein gp2	- none -	 	 
fig|1873.144.peg.6259	CDS	PH63_1	6870741	6869602	-3	-	1140	Magnesium and cobalt transport protein CorA	Magnesium transport	 	 
fig|1873.144.peg.6260	CDS	PH63_1	6872192	6871098	-2	-	1095	Valine--pyruvate aminotransferase (EC 2.6.1.66)	Alanine biosynthesis; <br>Branched-Chain Amino Acid Biosynthesis; <br>Pyruvate Alanine Serine Interconversions	 	 
fig|1873.144.peg.6261	CDS	PH63_1	6872757	6872299	-3	-	459	hypothetical protein	- none -	 	 
fig|1873.144.peg.6262	CDS	PH63_1	6873242	6872850	-2	-	393	CBS domain	- none -	 	 
fig|1873.144.peg.6263	CDS	PH63_1	6873358	6873807	1	+	450	NTP pyrophosphohydrolase	- none -	 	 
fig|1873.144.peg.6264	CDS	PH63_1	6873804	6874574	3	+	771	hypothetical protein	- none -	 	 
fig|1873.144.peg.6265	CDS	PH63_1	6874654	6875385	1	+	732	putative nucleotide sugar-1-phosphate transferase	- none -	 	 
fig|1873.144.peg.6266	CDS	PH63_1	6875373	6876440	3	+	1068	Glycerol-1-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.261)	- none -	 	 
fig|1873.144.peg.6267	CDS	PH63_1	6876415	6877137	1	+	723	CDP-alcohol phosphatidyltransferase family protein	- none -	 	 
fig|1873.144.peg.6268	CDS	PH63_1	6878430	6877162	-3	-	1269	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.6269	CDS	PH63_1	6878508	6879371	3	+	864	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	DNA Repair Base Excision	 	 
fig|1873.144.peg.6270	CDS	PH63_1	6879624	6881207	3	+	1584	Undecaprenyl-phosphate glycophosphotransferase	- none -	 	 
fig|1873.144.peg.6271	CDS	PH63_1	6881247	6882497	3	+	1251	Autolysis histidine kinase LytS	- none -	 	 
fig|1873.144.peg.6272	CDS	PH63_1	6882494	6883267	2	+	774	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.6273	CDS	PH63_1	6883348	6884013	1	+	666	hypothetical protein	- none -	 	 
fig|1873.144.peg.6274	CDS	PH63_1	6884323	6884670	1	+	348	Integral membrane protein	- none -	 	 
fig|1873.144.peg.6275	CDS	PH63_1	6884672	6886312	2	+	1641	Putative transmembrane transport protein	- none -	 	 
fig|1873.144.peg.6276	CDS	PH63_1	6886426	6887190	1	+	765	ATP-binding transport protein NatA	- none -	 	 
fig|1873.144.peg.6277	CDS	PH63_1	6887175	6888875	3	+	1701	Efflux ABC transporter, permease protein / Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.144.peg.6278	CDS	PH63_1	6888949	6889464	1	+	516	FIG00816111: hypothetical protein	- none -	 	 
fig|1873.144.peg.6279	CDS	PH63_1	6889526	6890056	2	+	531	NADH-FMN oxidoreductase	- none -	 	 
fig|1873.144.peg.6280	CDS	PH63_1	6890314	6890685	1	+	372	Putative membrane protein (Fragment)	- none -	 	 
fig|1873.144.peg.6281	CDS	PH63_1	6890663	6892336	2	+	1674	Putative symporter YjcG	- none -	 	 
fig|1873.144.peg.6282	CDS	PH63_1	6892438	6893415	1	+	978	UDP-glucuronate decarboxylase (EC 4.1.1.35)	- none -	 	 
fig|1873.144.peg.6283	CDS	PH63_1	6893505	6894719	3	+	1215	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1	- none -	 	 
fig|1873.144.peg.6284	CDS	PH63_1	6894951	6896165	3	+	1215	cell envelope-related transcriptional attenuator	- none -	 	 
fig|1873.144.peg.6285	CDS	PH63_1	6896408	6897325	2	+	918	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1	- none -	 	 
fig|1873.144.peg.6286	CDS	PH63_1	6897378	6897713	3	+	336	Rhodanese-related sulfurtransferase	- none -	 	 
fig|1873.144.peg.6287	CDS	PH63_1	6897724	6898515	1	+	792	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|1873.144.peg.6288	CDS	PH63_1	6898589	6900046	2	+	1458	Histidine kinase	- none -	 	 
fig|1873.144.peg.6289	CDS	PH63_1	6900149	6900532	2	+	384	Uncharacterized protein with histidine kinase-like ATPase domain	- none -	 	 
fig|1873.144.peg.6290	CDS	PH63_1	6900593	6901477	2	+	885	hypothetical protein	- none -	 	 
fig|1873.144.peg.6291	CDS	PH63_1	6902965	6901673	-1	-	1293	Arginine deiminase (EC 3.5.3.6)	Arginine Deiminase Pathway; <br>Arginine and Ornithine Degradation	 	 
fig|1873.144.peg.6292	CDS	PH63_1	6903063	6903803	3	+	741	FIG00816490: hypothetical protein	- none -	 	 
fig|1873.144.peg.6293	CDS	PH63_1	6903979	6904437	1	+	459	hypothetical protein	- none -	 	 
fig|1873.144.peg.6294	CDS	PH63_1	6904513	6904902	1	+	390	hypothetical protein	- none -	 	 
fig|1873.144.peg.6295	CDS	PH63_1	6905063	6905659	2	+	597	hypothetical protein	- none -	 	 
fig|1873.144.peg.6296	CDS	PH63_1	6905669	6906622	2	+	954	Prephenate dehydratase (EC 4.2.1.51)	Phenylalanine and Tyrosine Branches from Chorismate	 	 
fig|1873.144.peg.6297	CDS	PH63_1	6907478	6906756	-2	-	723	hypothetical protein	- none -	 	 
fig|1873.144.peg.6298	CDS	PH63_1	6907904	6907545	-2	-	360	hypothetical protein	- none -	 	 
fig|1873.144.peg.6299	CDS	PH63_1	6908448	6908017	-3	-	432	Peroxiredoxin OsmC (EC 1.11.1.15)	- none -	 	 
fig|1873.144.peg.6300	CDS	PH63_1	6908561	6909307	2	+	747	hypothetical protein	- none -	 	 
fig|1873.144.peg.6301	CDS	PH63_1	6909881	6909360	-2	-	522	hypothetical protein	- none -	 	 
fig|1873.144.peg.6302	CDS	PH63_1	6910076	6910897	2	+	822	Hydrolase, HAD superfamily	- none -	 	 
fig|1873.144.peg.6303	CDS	PH63_1	6910897	6911709	1	+	813	Hydrolase, HAD superfamily	- none -	 	 
fig|1873.144.peg.6304	CDS	PH63_1	6912375	6911743	-3	-	633	hypothetical protein	- none -	 	 
fig|1873.144.peg.6305	CDS	PH63_1	6912435	6913232	3	+	798	Esterase/lipase	- none -	 	 
fig|1873.144.peg.6306	CDS	PH63_1	6913312	6914505	1	+	1194	Benzoate ABC transporter, substrate-binding protein	- none -	 	 
fig|1873.144.peg.6307	CDS	PH63_1	6915555	6914722	-3	-	834	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	Dimethylarginine metabolism	 	 
fig|1873.144.peg.6308	CDS	PH63_1	6915615	6916073	3	+	459	Transcriptional regulator, AsnC family	- none -	 	 
fig|1873.144.peg.6309	CDS	PH63_1	6916205	6918088	2	+	1884	Uncharacterized protein MJ1554 precursor	- none -	 	 
fig|1873.144.peg.6310	CDS	PH63_1	6919274	6918168	-2	-	1107	FIG00814355: hypothetical protein	- none -	 	 
fig|1873.144.peg.6311	CDS	PH63_1	6919621	6919355	-1	-	267	Uncharacterized protein Tfu_2252 sometimes fused with molybdenum cofactor guanylyltransferase	- none -	 	 
fig|1873.144.peg.6312	CDS	PH63_1	6920340	6919618	-3	-	723	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	- none -	 	 
fig|1873.144.peg.6313	CDS	PH63_1	6920391	6921245	3	+	855	Sulfur carrier protein FdhD	- none -	 	 
fig|1873.144.peg.6314	CDS	PH63_1	6921950	6921255	-2	-	696	hypothetical protein	- none -	 	 
fig|1873.144.peg.6315	CDS	PH63_1	6922373	6922128	-2	-	246	flavin reductase domain protein, FMN-binding	- none -	 	 
fig|1873.144.peg.6316	CDS	PH63_1	6922660	6922370	-1	-	291	hypothetical protein	- none -	 	 
fig|1873.144.peg.6317	CDS	PH63_1	6922904	6923647	2	+	744	Putative DNA-binding protein	- none -	 	 
fig|1873.144.peg.6318	CDS	PH63_1	6923635	6923829	1	+	195	Small DUF397-containing protein	- none -	 	 
fig|1873.144.peg.6319	CDS	PH63_1	6924001	6924672	1	+	672	hypothetical protein	- none -	 	 
fig|1873.144.peg.6320	CDS	PH63_1	6925130	6924819	-2	-	312	hypothetical protein	- none -	 	 
fig|1873.144.peg.6321	CDS	PH63_1	6925203	6925316	3	+	114	hypothetical protein	- none -	 	 
fig|1873.144.peg.6322	CDS	PH63_1	6926586	6925549	-3	-	1038	hypothetical protein	- none -	 	 
fig|1873.144.peg.6323	CDS	PH63_1	6926941	6927882	1	+	942	Fructosamine-3-kinase	- none -	 	 
fig|1873.144.peg.6324	CDS	PH63_1	6927879	6928892	3	+	1014	GTP 3&#39;,8-cyclase (EC 4.1.99.22)	- none -	 	 
fig|1873.144.peg.6325	CDS	PH63_1	6928895	6929266	2	+	372	Molybdopterin synthase sulfur carrier subunit	- none -	 	 
fig|1873.144.peg.6326	CDS	PH63_1	6929280	6930524	3	+	1245	FIG00815299: hypothetical protein	- none -	 	 
fig|1873.144.peg.6327	CDS	PH63_1	6930625	6933819	1	+	3195	Endonuclease Q, cleaves 5&#39; to damaged DNA bases / ATP-dependent DNA helicase UvrD/PcrA-like protein	- none -	 	 
fig|1873.144.peg.6328	CDS	PH63_1	6934627	6933905	-1	-	723	hypothetical protein	- none -	 	 
fig|1873.144.peg.6329	CDS	PH63_1	6935666	6934638	-2	-	1029	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|1873.144.peg.6330	CDS	PH63_1	6935747	6936430	2	+	684	hypothetical protein	- none -	 	 
fig|1873.144.peg.6331	CDS	PH63_1	6936514	6937563	1	+	1050	hypothetical protein	- none -	 	 
fig|1873.144.peg.6332	CDS	PH63_1	6937705	6938946	1	+	1242	RecA-superfamily ATPases implicated in signal transduction	- none -	 	 
fig|1873.144.peg.6333	CDS	PH63_1	6939579	6939025	-3	-	555	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.6334	CDS	PH63_1	6939705	6940250	3	+	546	hypothetical protein	- none -	 	 
fig|1873.144.peg.6335	CDS	PH63_1	6940562	6941908	2	+	1347	Integral membrane protein	- none -	 	 
fig|1873.144.peg.6336	CDS	PH63_1	6942382	6941927	-1	-	456	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	- none -	 	 
fig|1873.144.peg.6337	CDS	PH63_1	6943635	6942376	-3	-	1260	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	- none -	 	 
fig|1873.144.peg.6338	CDS	PH63_1	6944188	6943718	-1	-	471	Molybdopterin adenylyltransferase (EC 2.7.7.75)	- none -	 	 
fig|1873.144.peg.6339	CDS	PH63_1	6944676	6944185	-3	-	492	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)	- none -	 	 
fig|1873.144.peg.6340	CDS	PH63_1	6945205	6944945	-1	-	261	hypothetical protein	- none -	 	 
fig|1873.144.peg.6341	CDS	PH63_1	6945549	6948068	3	+	2520	diguanylate cyclase/phosphodiesterase	- none -	 	 
fig|1873.144.peg.6342	CDS	PH63_1	6948104	6949408	2	+	1305	FIG00817178: hypothetical protein	- none -	 	 
fig|1873.144.peg.6343	CDS	PH63_1	6949418	6950050	2	+	633	phosphoribosyltransferase	pyrimidine conversions	 	 
fig|1873.144.peg.6344	CDS	PH63_1	6950153	6950488	2	+	336	hypothetical protein	- none -	 	 
fig|1873.144.peg.6345	CDS	PH63_1	6950604	6951284	3	+	681	hypothetical protein	- none -	 	 
fig|1873.144.peg.6346	CDS	PH63_1	6954212	6951300	-2	-	2913	Replicative DNA helicase (DnaB) (EC 3.6.4.12) @ intein-containing	- none -	 	 
fig|1873.144.peg.6347	CDS	PH63_1	6954606	6956147	3	+	1542	hypothetical protein	- none -	 	 
fig|1873.144.peg.6348	CDS	PH63_1	6956755	6956309	-1	-	447	LSU ribosomal protein L9p	Ribosome LSU bacterial	 	 
fig|1873.144.peg.6349	CDS	PH63_1	6957009	6956770	-3	-	240	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	Ribosome SSU bacterial; <br>Ribosome SSU bacterial	 	 
fig|1873.144.peg.6350	CDS	PH63_1	6957569	6957051	-2	-	519	Single-stranded DNA-binding protein	DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway	 	 
fig|1873.144.peg.6351	CDS	PH63_1	6957958	6957668	-1	-	291	SSU ribosomal protein S6p	Ribosome SSU bacterial	 	 
fig|1873.144.peg.6352	CDS	PH63_1	6958554	6958372	-3	-	183	hypothetical protein	- none -	 	 
fig|1873.144.peg.6353	CDS	PH63_1	6958599	6959390	3	+	792	Endonuclease IV (EC 3.1.21.2)	DNA repair, bacterial	 	 
fig|1873.144.peg.6354	CDS	PH63_1	6959387	6961756	2	+	2370	hypothetical protein	- none -	 	 
fig|1873.144.peg.6355	CDS	PH63_1	6963310	6961805	-1	-	1506	Putative transmembrane protein	- none -	 	 
fig|1873.144.peg.6356	CDS	PH63_1	6966364	6963428	-1	-	2937	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	- none -	 	 
fig|1873.144.peg.6357	CDS	PH63_1	6966981	6966562	-3	-	420	hypothetical protein	- none -	 	 
fig|1873.144.peg.6358	CDS	PH63_1	6967120	6966971	-1	-	150	hypothetical protein	- none -	 	 
fig|1873.144.peg.6359	CDS	PH63_1	6967204	6967842	1	+	639	Transcriptional regulator, PadR family	CBSS-1352.1.peg.856	 	 
fig|1873.144.peg.6360	CDS	PH63_1	6967866	6968945	3	+	1080	Inositol-1-phosphate synthase (EC 5.5.1.4)	- none -	 	 
fig|1873.144.peg.6361	CDS	PH63_1	6969261	6969815	3	+	555	hypothetical protein	- none -	 	 
fig|1873.144.peg.6362	CDS	PH63_1	6970394	6969915	-2	-	480	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	DNA repair, bacterial	 	 
fig|1873.144.peg.6363	CDS	PH63_1	6970895	6970491	-2	-	405	hypothetical protein	- none -	 	 
fig|1873.144.peg.6364	CDS	PH63_1	6970976	6971245	2	+	270	hypothetical protein	- none -	 	 
fig|1873.144.peg.6365	CDS	PH63_1	6971311	6971832	1	+	522	Uncharacterized protein Sare_5090	- none -	 	 
